country,date_x,total_cases,total_deaths,total_tests,people_fully_vaccinated,population_x,gdp_per_capita,life_expectancy,population_density,date_y,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density_y,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,gdp_current_usd,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,health_expenditure_percent_gdp,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population_y,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,total_recoveries,recovery_rate
Chile,2023-10-18,5288843.0,61607.0,39773213.0,17700117.0,19603736.0,22767.037,80.18,24.282,2023-01-01,14.2502770559976,24.6574727113292,743532.0,1522.0,10.5913146926455,0.968280136585236,0.15816031396389,100.0,26.73,3895.43615609742,84827.8,106722.3342,26.2170074724423,11.6438667110561,2.54731216137638,,0.334960013628006,13.1456400045595,19.5981815074423,30.6950384296062,0.546773970127106,0.244467124342918,0.651604175567627,59.0,68.5,87.44375,90.19336882,3.0,1.8339814713597,301024724911.923,0.118578858673573,0.226615026593208,0.690400660037994,0.161117270588875,0.978411138057709,0.212983131408691,5.62514019012451,5.17123127,20.7,43.0,11.788,7.426,78.944,19603733.0,2369699.0,0.972975134849548,0.127700909972191,3.63203867485069,5227236.0,98.83515165793351
China,2023-10-18,99315684.0,121742.0,9214000000.0,1276760000.0,1425887360.0,15308.712,76.91,147.674,2023-01-01,55.462649429444,23.631528267902,9388210.0,645.0,4.62172440633266,0.0159702487289906,0.153877377510071,100.0,14.81,3905.31759800563,10944686.2,12942868.34,150.439753691066,1.97357555739051,2.05481331930138,,2.4326000213623,,7.96512804614377,,0.495032012462616,0.247899755835533,0.65310263633728,32.0,27.5,59.59875,75.61131603,3.7,1.59538074333145,17963171479205.3,-0.441073626279831,0.21676841378212,-0.0414439849555492,0.164239436388016,-0.418417632579803,0.212983131408691,3.29784345626831,3.06103563,,37.1,7.52,7.18,78.211,1412175000.0,514596570.0,-1.60957491397858,0.125661432743073,0.502270364156281,99193942.0,99.87741915969687
Colombia,2023-10-18,6382432.0,142942.0,35241195.0,37019801.0,51874028.0,13254.949,77.29,44.223,2023-01-01,38.5020279405137,53.1253958539883,1109500.0,3240.0,9.13100926153917,-0.361808151006699,0.15816031396389,99.9991073608398,31.31,1320.34513000325,79057.6,186999.3355,46.4322325371789,10.1772313546166,1.28561366387507,,0.289609998464584,70.4887722827593,15.3538091495648,32.8951079356972,0.0144156282767653,0.244467124342918,0.60433030128479,67.0,45.1,85.8991666666667,72.79637704,2.9,3.07910775361056,343622114560.409,-0.641925930976868,0.226615026593208,-0.426875531673431,0.161117270588875,0.140449166297913,0.212983131408691,5.26550006866455,6.53422785,18.1,54.8,14.204,7.735,72.83,51874024.0,9311387.0,0.166357532143593,0.127700909972191,27.4843651251417,6239490.0,97.76038350271496
Comoros,2023-10-18,9109.0,160.0,100289.0,397080.0,836783.0,1413.89,64.32,437.352,2023-01-01,71.4669532509404,17.4529822675981,1861.0,900.0,25.583995802763,-1.2444132566452,0.23286697268486,87.9426040649414,39.05,,328.2,619.946774,441.496507254164,-4.29487331536736,2.73016461975176,,,,,,-1.68251287937164,0.260999768972397,0.40468829870224,160.0,,,27.33694319,2.56,,1242519407.27815,-0.230514869093895,0.277728617191315,-1.31371796131134,0.228869304060936,-1.20053803920746,0.223814755678177,2.43164420127869,0.77381098,,45.3,29.398,8.718,63.417,836774.0,586880.0,-0.868450522422791,0.178703904151917,,8949.0,98.24349544406631
Costa Rica,2023-10-18,1238884.0,9428.0,3677525.0,4358863.0,5180836.0,15524.995,80.28,96.079,2023-01-01,35.4680767724246,59.7579318448884,51060.0,2926.0,24.9628777268055,0.465849369764328,0.166021466255188,100.0,36.43,1922.88319769593,6967.4,14405.0866,100.939228358794,8.27477490232654,1.01661806500007,,0.275310009717941,39.3351119117989,13.9991922762937,30.0622276571407,0.0532664284110069,0.263160139322281,0.628635048866272,74.0,35.6,89.9241666666667,82.59801121,2.9,,69243626028.6696,0.954446792602539,0.233039766550064,0.436577290296555,0.16905190050602,0.567061722278595,0.225545197725296,6.28171014785767,5.64065933,20.715601092999,47.2,11.873,7.192,77.023,5180829.0,930373.0,1.06959331035614,0.127768367528915,11.4087098514792,1229456.0,99.23899251261619
Cote d'Ivoire,2023-10-18,88338.0,835.0,1540831.0,12164304.0,28160548.0,3601.006,57.78,76.399,2023-01-01,73.8993710691824,8.5654927672956,318000.0,1348.0,6.73156708556784,-0.348596215248108,0.147000029683113,71.136848449707,63.34,270.574030502852,10894.9,26412.28115,86.4095880503145,5.27616724262846,6.24674820329224,,0.069750003516674,171.065442627283,12.5591043603885,16.6016696633019,-0.342977225780487,0.201468542218208,0.379889339208603,110.0,43.9,62.2408333333333,35.47812105,3.08,0.889183594972784,70018715016.8293,-0.51637864112854,0.233039766550064,-0.479640156030655,0.145413607358932,-0.152012959122658,0.173512041568756,3.51551008224487,1.36828649,,35.3,33.934,9.001,58.598,28160542.0,13330919.0,-0.41719463467598,0.11933845281601,,87503.0,99.05476691797415
Croatia,2023-10-18,1275762.0,18374.0,4922712.0,2251725.0,4030361.0,22669.797,78.49,73.726,2023-01-01,26.3759828448892,34.6963902787706,55960.0,1113.0,36.9912976501416,0.148001134395599,0.148546099662781,100.0,32.37,3714.38298844207,15626.9,21379.32606,69.3173695496783,10.7805806758686,8.42001946739062,,1.24485003948212,90.9985011822133,20.1283011637995,41.0568707070736,0.581651031970978,0.238425105810165,0.709693968296051,51.0,35.6,83.14625,82.07154778,3.3,2.16749051634117,71600049650.195,0.61216127872467,0.226615026593208,0.368116319179535,0.151838853955269,0.502549886703491,0.21532715857029,5.20366954803467,6.35798836,23.2,28.9,9.4,16.2,76.4243902439025,3855600.0,1610908.0,0.613270461559296,0.102437041699886,0.812780755716158,1257388.0,98.55976271436208
Cyprus,2023-10-18,660854.0,1364.0,29501771.0,646142.0,896007.0,32415.132,80.98,127.657,2023-01-01,13.3262878787879,18.6699134199134,9240.0,498.0,134.967001127142,0.421609163284302,0.162981450557709,100.0,15.02,3548.86809204797,6771.8,8109.206812,134.652380952381,8.39548297993373,,,0.830590009689331,91.6683134055663,23.2332556283931,39.7208398873058,0.730678856372833,0.238205507397652,0.755520224571228,54.0,35.3,85.0554166666667,89.60095366,3.2,1.81479665162789,29250524418.0855,0.418635070323944,0.226615026593208,0.570798516273499,0.164331361651421,0.773753821849823,0.234129175543785,5.61941576004028,6.33430815,21.3,31.3,10.313,7.257,81.203,1251488.0,414105.0,0.846960842609406,0.109384782612324,1.28597928930355,659490.0,99.7936004019042
Czechia,2023-10-18,4657581.0,42884.0,54587458.0,6893366.0,10493990.0,32605.906,79.38,137.176,2023-01-01,45.730560511424,34.7066980208929,77186.83,677.0,21.7787628502401,0.663116157054901,0.144503533840179,100.0,16.97,6258.89103703659,88835.2,108308.4176,136.108349053848,15.1001651468371,-3.98198719711668,3.05974397082289,1.99600994586945,14.0963768118815,13.3610380051981,38.0504122224028,1.0939074754715,0.225299999117851,,41.0,33.1,90.8745833333333,84.54009378,3.3,1.35806383214179,290565654835.809,0.815441370010376,0.226615026593208,1.10080575942993,0.148250728845596,1.38589835166931,0.212983131408691,5.05326414108276,8.07736492,,26.2,10.6,13.3,77.3731707317073,10672118.0,2734517.0,1.03731441497803,0.102437041699886,0.447161218411568,4614697.0,99.07926453667687
Denmark,2023-10-18,3417017.0,8824.0,64649913.0,4716840.0,5882259.0,46682.515,80.9,136.52,2023-01-01,65.45,15.7345,40000.0,703.0,57.8261223373332,2.40274429321289,0.162981450557709,100.0,39.7,5858.80153628748,27356.5,41135.55451,146.418325,7.6965669988926,,,2.81261992454529,75.2615702831118,34.8101544051491,37.1216440075283,1.9906097650528,0.238205507397652,0.755094826221466,4.0,119.9,91.61125,97.86011812,4.1,1.418960371433,400167196948.707,0.86500883102417,0.226615026593208,1.90030813217163,0.164331361651421,1.84312748908997,0.234129175543785,6.03974866867065,9.26435947,15.9,28.3,10.8,9.8,81.4048780487805,5903037.0,686700.0,1.58586609363556,0.109384782612324,0.802836849630622,3408193.0,99.74176306409947
Djibouti,2023-10-18,15690.0,189.0,309732.0,401208.0,1120851.0,2705.406,67.11,41.285,2023-01-01,73.5073339085419,0.253377911993098,23180.0,220.0,52.3865971539828,-0.793283402919769,0.189308002591133,65.4412536621094,30.94,,427.7,1394.763044,47.6944348576359,5.17980847967071,,,,,,,-0.786164522171021,0.225951656699181,,112.0,8.8,46.5504166666667,68.86318451,2.7,2.62758252462798,3515108859.95465,-0.508419454097748,0.248592063784599,-1.10204446315765,0.163136765360832,-0.899799406528473,0.192874446511269,3.75143003463745,1.00633943,,41.6,22.205,9.147,62.305,1120849.0,242328.0,-1.28706395626068,0.129226848483086,,15501.0,98.79541108986616
Dominica,2023-10-18,15798.0,74.0,205366.0,30659.0,72758.0,9673.367,75.0,98.567,2023-01-01,33.3333333333333,63.8266666666667,750.0,2083.0,46.8221204123325,0.539313197135925,0.246608749032021,100.0,8.34,,162.8,230.526372,96.5493333333333,-0.727116412667919,2.88705375776667,5.96221991666667,,,,,-0.0970938131213188,0.415553271770477,0.544749319553375,111.0,2.6,44.1920833333333,80.93300506,,,607440740.740741,1.29823231697083,0.267183810472488,0.733293771743774,0.277303248643875,0.341509431600571,0.288091391324997,5.13293886184692,3.51634693,,,13.326,8.986,72.814,72737.0,20585.0,0.794093906879425,0.234196931123734,13.8097704125669,15724.0,99.5315862767439
Dominican Republic,2023-10-18,667074.0,4384.0,3444251.0,6114473.0,11228821.0,14600.861,74.08,222.873,2023-01-01,51.1034903536639,45.2797121878353,47531.0,1410.0,14.9230163356579,-0.439608067274094,0.166021466255188,98.1,16.69,1597.14222219845,22881.3,37052.66519,233.907828575035,8.81109209279587,1.0259702948332,,,16.4168038368014,14.3774132098545,17.8061253524985,-0.0677330642938614,0.263160139322281,0.502766907215118,115.0,41.3,72.42125,85.24298638,2.6,0.717637598102462,113537368176.13,0.328113049268723,0.233039766550064,-0.0921753123402596,0.16905190050602,0.0695477873086929,0.225545197725296,3.75098896026611,3.24332738,16.4,37.0,18.432,6.678,72.615,11228821.0,1813679.0,0.310950070619583,0.127768367528915,10.5415842337116,662690.0,99.34280154825402
Ecuador,2023-10-18,1069139.0,36043.0,2870685.0,14240587.0,18001002.0,10581.936,77.01,66.939,2023-01-01,22.024480592688,50.0626509904977,248360.0,2274.0,7.34365979843124,-0.629928469657898,0.166021466255188,100.0,20.1,1375.86215410283,34431.0,68056.47202,71.6610444516025,3.46616972213077,,,0.442660003900528,,13.2124846517988,30.7232790487756,-0.308546245098114,0.263160139322281,0.594254851341248,129.0,29.2,79.15,69.71811352,2.88,2.15522186999422,115049476000.0,-0.239295244216919,0.233039766550064,-0.620224118232727,0.16905190050602,-0.45972153544426,0.225545197725296,3.64703989028931,4.9700942,38.13,45.5,16.817,6.719,73.67,18001000.0,6377754.0,0.0259184092283249,0.127768367528915,14.0242548813931,1033096.0,96.62878259983033
El Salvador,2023-10-18,201808.0,4230.0,1921625.0,4344286.0,6336393.0,7292.458,73.32,307.811,2023-01-01,57.707528957529,27.9623552123552,20720.0,1784.0,22.1132023577704,-0.642081201076508,0.158929780125618,97.89,23.7,949.991996168468,6376.3,11063.80963,304.73778957529,7.19861615609791,,,0.162860006093979,65.5480040908295,19.4168394947038,29.0986050162913,-0.320332825183868,0.257088333368301,0.546176612377167,91.0,18.0,73.7608333333333,62.88028717,2.7,1.32039410209497,32488720000.0,-0.153124496340752,0.233039766550064,-0.741353929042816,0.166955381631851,-0.462724059820175,0.20897077023983,4.531418800354,5.83388329,32.0,38.8,16.025,8.661,70.748,6336392.0,1598862.0,-0.371873050928116,0.127465710043907,18.1654984604067,197578.0,97.90394830730199
Equatorial Guinea,2023-10-18,17130.0,183.0,484554.0,214032.0,1674916.0,22604.873,58.74,45.194,2023-01-01,3.74046345811052,86.9896613190731,28050.0,2156.0,81.4996848435854,-1.60171604156494,0.235390290617943,66.786994934082,5.99,,4350.4,9542.961347,58.2697326203209,4.78671704710803,,,,,5.44451921523732,10.4527668795043,-1.29638779163361,0.266981363296509,,178.0,,39.0141666666667,53.92240217,2.32,1.09726208496911,12029633746.519,-0.0742535442113876,0.248592063784599,-1.40625643730164,0.192470282316208,-1.49326610565186,0.273962050676346,2.18797993659973,0.84460056,,,30.498,9.042,60.594,1674908.0,435309.0,-1.66811335086823,0.128675192594528,,16947.0,98.93169877408056
Estonia,2023-10-18,602187.0,2902.0,3425068.0,861851.0,1326064.0,29481.252,78.74,31.033,2023-01-01,23.0877192982456,57.0385964912281,42750.0,626.0,52.7007656311167,1.54468286037445,0.144503533840179,100.0,40.0,6732.36747315611,7097.52,10198.8019,31.1329122807018,19.3982634080616,,,1.75215005874634,23.6674211819254,21.4247054841589,37.7205686655899,1.34313404560089,0.225299999117851,0.77720320224762,18.0,25.4,89.5525,91.02128973,3.6,2.08666579059428,38100812958.5196,0.723720729351044,0.226615026593208,1.42638909816742,0.148250728845596,1.5589644908905,0.212983131408691,5.91065263748169,5.97475481,23.3,31.8,10.0,14.0,76.7414634146342,1348840.0,409926.0,1.19773054122925,0.102872885763645,1.95679840686505,599285.0,99.51808989566364
Eswatini,2023-10-18,75052.0,1427.0,549656.0,427335.0,1201680.0,7738.975,60.19,79.492,2023-01-01,69.4767441860465,28.9982558139535,17200.0,788.0,8.00477443216857,-0.668882489204407,0.207296043634415,82.9031753540039,68.77,,1147.7,3000.932259,69.3180813953488,2.59801620311077,-0.270525867070543,1.70458333333333,0.267540007829666,,,,-0.686120450496674,0.2500921189785,0.37250080704689,121.0,5.3,51.6654166666667,58.91291568,,1.64512139394137,4790922065.6101,-0.249723330140114,0.248592063784599,-0.602303206920624,0.185443982481956,-0.718993604183197,0.245696008205414,5.69260597229004,3.44377804,,54.6,24.134,11.356,57.066,1201670.0,906348.0,-1.22704982757568,0.127896502614021,12.6649058812971,73625.0,98.09865160155626
Ethiopia,2023-10-18,501060.0,7574.0,5024643.0,43653006.0,123379928.0,1729.927,66.6,104.957,2023-01-01,34.1981062223837,15.0593059801146,1128571.265,848.0,11.3998051149319,-0.44087877869606,0.151262044906616,54.1884155273438,89.52,68.0523316415091,18098.0,167300.0199,106.579911903038,33.8898797100898,-17.121776241397,7.32086333213011,0.274370014667511,31.4488486740364,6.19629946992619,8.41226929167816,-0.745265185832977,0.210689440369606,0.382784843444824,159.0,5.4,61.09375,16.6981031,2.376767,0.903892013953936,126783471597.671,-2.03806757926941,0.233039766550064,-0.623456954956055,0.148794934153557,-0.94841742515564,0.174772426486015,3.73649501800537,0.98278511,,35.0,32.383,6.776,64.975,123379924.0,95420799.0,-1.04858255386353,0.11933845281601,8.6319635299382,493486.0,98.48840458228555
Fiji,2023-10-18,69047.0,885.0,558519.0,641194.0,929769.0,8702.975,67.44,49.562,2023-01-01,17.0552818828681,62.7640941434045,18270.0,2592.0,41.8249488467606,0.388570487499237,0.290792316198349,92.1,29.8,,1028.2,1764.367631,50.608100711549,4.52019266394958,2.88792055894718,5.39147242263131,,36.6282593243799,15.874209881547,34.5592181918443,0.591782867908478,0.400206208229065,0.508573293685913,102.0,6.5,63.1670833333333,87.65996651,2.3,1.39581319775425,4979979546.0123,0.764339506626129,0.260167717933655,0.321682155132294,0.322908997535706,-0.0602172017097473,0.30890029668808,5.97475910186768,2.56945491,,30.7,19.345,8.859,67.114,929766.0,388373.0,-0.149171754717827,0.201857954263687,2.17291633620231,68162.0,98.71826437064608
Finland,2023-10-18,1487090.0,10321.0,11038890.0,4347780.0,5540745.0,40585.721,81.91,18.136,2023-01-01,7.46181004166177,73.7264996576714,303947.7,536.0,26.855054169588,2.24697780609131,0.162981450557709,100.0,47.49,15249.9893802302,36329.9,47740.49323,18.2301659134121,7.12350773301402,,,2.98934006690979,58.2474104044739,20.6495547824977,39.8409823508761,1.75512683391571,0.238205507397652,0.796001017093658,20.0,34.3,93.6358333333333,92.98879471,4.2,1.72168290261653,282649838009.729,0.891491711139679,0.226615026593208,1.95837247371674,0.164331361651421,1.77915287017822,0.234129175543785,5.69380855560303,7.81982374,16.0,27.7,9.0,10.4,81.9341463414634,5556106.0,795579.0,1.60161948204041,0.109384782612324,1.64572794344772,1476769.0,99.30595996207357
France,2023-10-18,38997490.0,167985.0,278234000.0,53192478.0,67813000.0,38605.671,82.66,122.578,2023-01-01,52.1475462828527,31.6613612829349,547557.0,867.0,22.7484230632049,1.25952994823456,0.162981450557709,100.0,16.87,6939.94352490927,267154.7,376006.2454,123.757533918843,5.22236748369735,,,2.2191801071167,116.488870628803,23.956384151347,49.8769042866883,1.165806889534,0.238205507397652,0.762737214565277,33.0,110.1,90.7841666666667,85.33331549,3.9,1.93872341806871,2779092236505.85,0.334524124860764,0.226615026593208,1.18272042274475,0.164331361651421,1.1889523267746,0.234129175543785,5.2450270652771,9.36361694,18.2,31.5,10.9,9.7,82.3243902439024,67971311.0,12568575.0,1.10586476325989,0.10886125266552,1.13742999459302,38829505.0,99.56924150759447
Gabon,2023-10-18,48992.0,307.0,1599902.0,257471.0,2388997.0,16562.413,66.47,7.859,2023-01-01,8.35656459812939,91.2745760080723,257670.0,1831.0,14.9845501514269,-1.04809939861298,0.171878308057785,91.8064041137695,90.12,1118.53695366461,5349.2,14849.25845,9.08595878449179,4.23124798274619,,,0.579240024089813,,11.4795282431197,13.5418676122117,-0.726116597652435,0.242750629782677,0.457612454891205,169.0,12.1,42.8245833333333,71.74940641,2.4,1.25778433704406,21071739224.8918,0.0698951333761215,0.233039766550064,-0.840579450130463,0.170037478208542,-0.702257215976715,0.228334546089172,2.20773649215698,1.89980304,,38.0,27.142,7.258,65.821,2388992.0,221340.0,-0.879000067710876,0.120281778275967,,48685.0,99.37336708033965
Georgia,2023-10-18,1855289.0,17132.0,13652505.0,1276173.0,3744385.0,9745.079,73.77,65.032,2023-01-01,34.2480932508275,40.6159159591308,69490.0,1026.0,35.2376055772354,0.620237648487091,0.171805381774902,100.0,23.45,2693.97276022513,10255.0,17669.44862,64.8834808775675,11.8981654203198,4.17802020988286,3.4742073529412,0.251740008592606,43.3227401305799,23.0906088145951,25.1415114145322,0.650825500488281,0.285042852163315,0.568925797939301,7.0,4.5,90.6658333333333,78.71127536,2.7,1.43098609970017,24780791063.7131,-0.440949499607086,0.240944445133209,0.169973269104958,0.160271763801575,1.0323086977005,0.240944251418114,3.81284999847412,2.77793884,,34.2,13.412,15.166,71.694,3712502.0,1473975.0,0.0137373208999634,0.127861499786377,2.04200131510189,1838157.0,99.07658591195226
Germany,2023-10-18,38437756.0,174979.0,131286804.0,63563414.0,83369840.0,45229.245,81.33,237.016,2023-01-01,47.4856177910072,32.6826755201923,349390.0,700.0,21.7688815091954,1.81837582588196,0.162981450557709,100.0,18.6,7035.48297471676,603350.5,692750.7552,238.118085806692,6.87257438551097,,,3.14246010780334,20.9305896078757,11.1765746589448,33.3205434767585,1.2898074388504,0.238205507397652,0.751162469387054,22.0,122.3,90.9875,91.62984383,4.1,1.39005500959653,4082469490797.68,0.614759147167206,0.226615026593208,1.53315436840057,0.164331361651421,1.52229499816895,0.234129175543785,4.53096389770508,10.05796528,24.0,31.7,9.6,12.3,80.9009756097561,83797985.0,18730526.0,1.4095424413681,0.10886125266552,0.833247865481232,38262777.0,99.5447731131859
Ghana,2023-10-18,171653.0,1462.0,2465238.0,10780003.0,33475870.0,4227.63,64.07,126.719,2023-01-01,55.393019913595,35.1286771589176,227533.0,1187.0,27.0547704810525,-0.0459954999387264,0.147000029683113,86.3,40.25,339.19274255207,19401.16,39070.28751,144.300083943867,31.2558951049016,,,0.376549988985062,,11.3404319629261,21.8835544057028,-0.0625455379486084,0.201468542218208,0.450056403875351,118.0,24.5,64.2395833333333,68.2,2.5,0.35007061763268,73766052451.5256,-0.0659129694104195,0.233039766550064,-0.0763198062777519,0.145413607358932,-0.178818702697754,0.173512041568756,2.90529441833496,1.98434043,47.8,43.5,27.548,7.627,63.795,33475870.0,13853989.0,0.394973695278168,0.11933845281601,1.8365651066975,170191.0,99.14828170786411
Greece,2023-10-18,5405742.0,37572.0,84483362.0,7646596.0,10384972.0,24574.382,82.24,83.479,2023-01-01,45.5173622963538,30.2699767261443,128900.0,652.0,36.5512336491003,0.0377966053783894,0.162981450557709,100.0,20.08,5062.60642155232,51002.2,69283.30669,81.9953995345229,9.64525981280632,,,1.45641994476318,237.352878608134,25.3652371281904,55.6169655915804,0.447398781776428,0.238205507397652,0.690006494522095,79.0,35.5,88.7454166666667,83.17066333,3.7,3.69207449516864,217581324512.059,0.0643030628561974,0.226615026593208,0.325584709644318,0.164331361651421,0.464378982782364,0.234129175543785,4.05622720718384,5.13178682,28.9,32.9,8.0,13.5,80.1829268292683,10426919.0,2048160.0,0.953022003173828,0.109384782612324,0.852052561112034,5368170.0,99.3049612800611
Grenada,2023-10-18,19693.0,238.0,169195.0,39034.0,125459.0,13593.877,72.4,317.132,2023-01-01,23.5294117647059,52.0588235294118,340.0,2350.0,86.420886229684,0.483669131994247,0.246608749032021,93.7402954101563,9.96,,324.5,2397.288523,366.5,2.55978911929342,4.5856619412357,4.175705,,,,,0.0384795591235161,0.415553271770477,0.565070509910584,146.0,22.2,41.1416666666667,77.76723663,2.5,,1215379155.67282,1.04379844665527,0.267183810472488,0.554005026817322,0.277303248643875,0.393730491399765,0.3145552277565,3.93536496162415,2.28805852,,43.8,15.961,8.151,74.936,125438.0,79192.0,0.703290700912476,0.234196931123734,4.01251905946553,19455.0,98.7914487381303
Guatemala,2023-10-18,1271070.0,20235.0,4067775.0,7126305.0,17843914.0,7423.808,74.3,157.834,2023-01-01,43.0384471817842,32.812616648003,107160.0,1996.0,9.7631521117845,-1.20975136756897,0.166021466255188,97.8656539916992,65.46,601.189731088787,16865.2,33165.68015,159.665416200075,6.88512823344287,5.36509034161167,,0.0586300007998943,25.2099495623048,11.6129518261926,13.2660847034251,-0.906891822814941,0.263160139322281,0.461270093917847,96.0,37.5,71.9908333333333,50.84164945,2.6,0.462491769474559,95003330315.8754,-0.30497133731842,0.233039766550064,-1.12713825702667,0.16905190050602,-0.291810005903244,0.225545197725296,3.22940993309021,2.47590232,61.62,48.3,21.12,6.504,69.237,17357886.0,8216182.0,-0.523062348365784,0.127768367528915,19.9903643036608,1250835.0,98.40803417593051
Guinea,2023-10-18,38563.0,468.0,708410.0,4725982.0,13859349.0,1998.926,61.6,51.755,2023-01-01,59.5718704216181,25.0244180367898,245720.0,1651.0,5.00909812903856,-1.00541496276855,0.151262044906616,46.8138694763184,65.53,,4537.9,29745.6922,55.0704297574475,10.4930409984424,10.9310156860417,5.1708333333333,,,10.8417838670524,9.43305030627137,-0.941579163074493,0.210689440369606,0.37094247341156,156.0,13.0,57.9025,34.68012393,2.5,2.03715761863678,20999229260.4955,-0.864391386508942,0.233039766550064,-1.10235893726349,0.148794934153557,-1.05010461807251,0.174772426486015,1.98561489582062,0.9703269,,29.6,34.425,9.99,58.892,13859341.0,8638804.0,-1.07498741149902,0.120029166340828,,38095.0,98.78640147291445
Guinea-Bissau,2023-10-18,9614.0,177.0,142948.0,533741.0,2105580.0,1548.675,58.32,66.191,2023-01-01,28.9868421052632,70.1127311522048,28120.0,1577.0,12.4091099708513,-1.18539381027222,0.18637715280056,35.7637939453125,87.26,,329.0,2546.519289,73.2831081081081,9.39383877456527,-0.753829770394896,,,,9.46207435827386,14.6465665244015,-1.48615753650665,0.235953703522682,,174.0,30.4,39.9891666666667,35.15498736,2.6,1.6147644517108,1633559092.08861,-0.394830405712128,0.265813022851944,-1.45421802997589,0.213549271225929,-1.32148897647858,0.195375338196754,2.13248991966248,0.71145356,57.8,33.4,31.087,8.716,59.652,2105566.0,1157198.0,-0.39475405216217,0.14931908249855,1.1171243729142,9437.0,98.15893488662367
Guyana,2023-10-18,73388.0,1299.0,442695.0,381984.0,808727.0,7435.047,69.91,3.952,2023-01-01,5.29845059690119,93.5033441706884,196850.0,2387.0,27.8518267192938,-0.295775651931763,0.176593169569969,92.8982315063477,11.97,,2768.5,5282.035926,4.08720853441707,6.11505550109935,-3.23159848418425,6.87966666666667,,,,,-0.265898406505585,0.304856926202774,0.495226472616196,134.0,22.4,56.4508333333333,84.79357266,2.4,0.569847554986499,14718388489.2086,0.0270621627569199,0.233039766550064,-0.313648909330368,0.173445522785187,-0.527693390846252,0.238384172320366,4.45058012008667,4.01893854,,45.1,20.298,9.987,65.673,808726.0,590192.0,0.191786617040634,0.142633393406868,16.2820498479306,72089.0,98.22995585109283
Haiti,2023-10-18,34368.0,860.0,206594.0,350403.0,11585003.0,1653.173,64.0,398.448,2023-01-01,65.1306240928882,12.4887518142235,27560.0,1440.0,3.90231661754277,-1.45903766155243,0.157661288976669,47.1803321838379,76.31,39.5669151443328,3209.04,10267.23377,415.368976777939,33.98393194707,-4.71816177844493,,,,,,-2.22696566581726,0.271895259618759,0.446564912796021,179.0,,39.5854166666667,38.94501834,2.1,0.0691842245934902,20253551884.6055,-1.4062956571579,0.233039766550064,-1.37736070156097,0.167327672243118,-1.31438434123993,0.201449617743492,1.27466893196106,0.40528839,,41.1,23.498,8.676,63.192,11584996.0,4770701.0,-1.19199299812317,0.128712922334671,13.0071284130281,33508.0,97.49767225325886
Hungary,2023-10-18,2207969.0,48815.0,10943720.0,6207249.0,9967304.0,26777.561,76.88,108.043,2023-01-01,55.2672430418584,22.4803495507342,91260.0,589.0,29.9242227099243,-0.103074185550213,0.144503533840179,100.0,14.76,3965.95823348335,44769.3,59596.52966,106.398104317335,14.6081439492433,-3.34865197226576,2.72353712025837,1.64230000972748,87.0023904631335,21.4851241583011,42.5808331382963,0.534344553947449,0.225299999117851,0.683087289333344,52.0,13.1,87.9120833333333,90.46084106,3.2,1.52573720690762,177337436677.365,0.635951280593872,0.226615026593208,0.423674017190933,0.148250728845596,0.406537681818008,0.212983131408691,5.00158405303955,5.15515757,17.8,29.2,9.7,16.1,74.4658536585366,9643048.0,2646824.0,0.422079831361771,0.102437041699886,0.772416611447461,2159154.0,97.78914468454947
Iceland,2023-10-18,209142.0,186.0,1373785.0,290193.0,372903.0,46482.958,82.99,3.404,2023-01-01,18.565903005058,0.515752256272935,100830.0,1940.0,34.6900945207755,1.56752812862396,0.196989133954048,100.0,82.79,53832.4790919587,1446.6,2653.430657,3.69453535654071,8.3087551155892,-1.21383987825869,2.47105075370325,2.805419921875,88.4607443418312,23.033446931895,33.8447687932245,1.56327533721924,0.265415340662003,0.745281875133514,26.0,,86.8829166666667,99.68701957,3.6,,28064529851.3098,1.26293528079987,0.232942596077919,1.70302581787109,0.180842712521553,1.30729651451111,0.259777426719666,7.73067569732666,8.06042194,11.0,26.1,13.1,6.3,83.1170731707317,382003.0,22951.0,1.42238974571228,0.151512607932091,0.540051574925405,208956.0,99.91106520928365
