country,date_x,total_cases,total_deaths,total_tests,people_fully_vaccinated,population_x,gdp_per_capita,life_expectancy,population_density,date_y,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density_y,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,gdp_current_usd,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,health_expenditure_percent_gdp,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population_y,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,total_recoveries,recovery_rate
India,2023-10-18,44999588.0,532037.0,858526354.0,951985814.0,1417173120.0,6426.674,69.66,450.419,2023-01-01,60.0459264291889,24.3598290052099,2973190.0,1083.0,14.2307855343984,-0.321810871362686,0.147102162241936,99.5725250244141,35.82,797.349232010839,2200836.3,3200820.626,473.418732741601,6.6990341407983,0.315334365181752,,0.646359980106354,46.522498664923,12.0174277480559,15.663131914799,0.370331406593323,0.24280446767807,0.493510901927948,62.0,23.8,74.19625,46.31,3.4,2.42522711696615,3416645826052.87,-0.568608164787292,0.21676841378212,0.11470004171133,0.162314921617508,-0.0504464171826839,0.198862105607986,4.63514137268066,1.08449912,,32.8,16.419,9.448,67.24,1417173173.0,908804812.0,0.0509058088064194,0.125113323330879,2.93627889313173,44467551.0,98.81768473080243
Indonesia,2023-10-18,6813429.0,161918.0,59503735.0,174893201.0,275501344.0,11188.744,71.72,145.725,2023-01-01,34.1337419293713,48.3619448681206,1892555.47,2702.0,5.0385919609375,-0.434910655021667,0.147102162241936,99.21,22.01,1084.0,563197.0,976487.6772,144.647380401484,4.20946383402165,-0.956342955561723,,0.280680000782013,44.4039755758173,9.09404244081396,15.5092181659149,0.436999291181564,0.24280446767807,0.540038466453552,73.0,6.0,78.9575,66.48461277,3.0,0.702587599419717,1319100220407.72,-0.439423859119415,0.226615026593208,-0.188954651355743,0.162314921617508,0.205959960818291,0.198862105607986,3.04757928848267,1.87949932,,38.3,16.425,10.065,67.57,275501339.0,115892393.0,0.141518741846085,0.128073826432228,0.628046750109353,6651511.0,97.62354608817381
Iraq,2023-10-18,2465545.0,25375.0,19002710.0,7944775.0,44496124.0,15663.986,70.6,88.125,2023-01-01,21.7078833892308,1.90036118379833,434128.0,216.0,11.8405793815966,-1.21293413639069,0.202625870704651,100.0,1.08,1243.84675890659,163511.5,261289.5283,100.278240518925,4.99476596381044,26.3997082773689,5.0033333333333,0.0410900004208088,27.438248367378,1.34459361810327,27.6121352770907,-1.30191540718079,0.29024812579155,0.407643288373947,172.0,20.3,56.32875,78.71561135,2.4,1.6669677433245,264182173793.103,-2.47392463684082,0.239937707781792,-1.75057303905487,0.194214105606079,-1.18048512935638,0.269055724143982,3.55150008201599,2.78829455,,29.5,27.367,4.753,70.378,44496122.0,12746359.0,-0.948201417922974,0.13457316160202,9.41045845208612,2440170.0,98.970815783123
Ireland,2023-10-18,1722546.0,9251.0,12347313.0,4063175.0,5023108.0,67335.293,82.3,69.874,2023-01-01,62.9554362026419,11.4097837131659,68890.0,1118.0,133.831181535914,1.67444837093353,0.162981450557709,100.0,13.69,5672.06413410796,33742.2,59497.73471,73.0608796632312,7.80737540996716,,,1.13092994689941,64.2258545827221,17.1633802439212,22.9657586820035,1.54913818836212,0.238205507397652,0.792599022388458,24.0,15.4,91.2866666666667,95.16956667,3.6,0.225109121716702,533140011838.276,0.881889522075653,0.226615026593208,1.5274144411087,0.164331361651421,1.63956081867218,0.234129175543785,2.98458051681519,5.27459478,20.8,30.1,11.6,6.6,82.1024390243903,5127170.0,1836398.0,1.44950783252716,0.109384782612324,0.441188915890542,1713295.0,99.46294612741838
Israel,2023-10-18,4840714.0,12697.0,51780014.0,6159825.0,9449000.0,33132.32,82.97,402.606,2023-01-01,29.7365988909427,6.46950092421442,21640.0,435.0,24.9767216488724,0.781038999557495,0.196989133954048,100.0,5.61,6600.8982801222,58471.8,83664.06603,433.059149722736,4.39359665912654,-1.59154858263942,1.28800825635785,5.55674982070923,88.6031902646067,24.6154201086698,38.3700469315018,1.23656439781189,0.265415340662003,0.733995318412781,35.0,,83.2558333333334,90.29689758,3.6,4.51139144256367,525002447652.773,-1.285315990448,0.232942596077919,0.94524872303009,0.180842712521553,1.20628762245178,0.259777426719666,7.41640901565552,5.89272499,,37.9,19.7,5.4,82.5,9557500.0,691676.0,0.674335539340973,0.151512607932091,1.94380733880528,4828017.0,99.737703983338
Italy,2023-10-18,26168412.0,192013.0,224876148.0,47949613.0,59037472.0,35220.084,83.51,205.859,2023-01-01,41.9422315930434,32.5308994748357,295717.0,832.0,13.0514308027927,0.52778172492981,0.162981450557709,100.0,18.69,5002.40667987736,281286.8,352128.8891,199.965416259464,8.20128991161718,-0.691367690462314,1.38666333333333,1.45392000675201,77.4636590311685,24.9271199819793,47.9582208523141,0.449057072401047,0.238205507397652,0.727819681167603,58.0,32.7,91.8941666666667,85.06074504,3.7,1.67909233846156,2049737165407.98,0.413505375385284,0.226615026593208,0.297009468078613,0.164331361651421,0.510931491851807,0.234129175543785,4.13088607788086,7.32908154,25.6,34.8,6.8,12.0,82.7951219512195,58940425.0,16705485.0,1.07030594348907,0.10886125266552,0.511475885697091,25976399.0,99.26624129886062
Jamaica,2023-10-18,156414.0,3610.0,1124299.0,760132.0,2827382.0,8193.571,74.47,266.879,2023-01-01,38.5041551246537,55.4730655586334,10830.0,2051.0,45.263615546697,-0.0233815424144268,0.172700494527817,100.0,11.43,1084.91770462873,5835.6,7432.636336,261.098337950139,10.3495688391274,-1.23477619351779,4.08809416666667,0.0609599985182285,106.282373001667,25.7094656957291,29.829620488055,0.604482173919678,0.29024812579155,0.534977912902832,71.0,9.3,61.6391666666667,82.36071561,2.5,1.31337260079363,17097760723.9201,0.379746347665787,0.233039766550064,-0.0719267576932907,0.177537456154823,0.190213531255722,0.228334546089172,5.51981496810913,4.49590921,,40.2,11.712,8.797,70.5,2827377.0,1215546.0,0.588516116142273,0.127889916300774,52.1272718817397,152804.0,97.69202245323308
Japan,2023-10-18,33803572.0,74694.0,53504941.0,103380343.0,123951696.0,39002.223,84.63,347.778,2023-01-01,12.7818930041152,68.4087791495199,364500.0,1668.0,8.93167063586408,1.53997182846069,0.162116259336472,100.0,8.45,7819.71463590936,1014064.7,1094556.256,344.80546776406,2.49770278172255,1.06914440729003,1.20166666666667,3.29580998420715,216.357107877824,11.3792369362166,21.6162291425144,1.61974680423737,0.265415340662003,0.804714262485504,30.0,,89.8729166666667,82.91407928,3.9,1.07773443701688,4256410760723.75,1.07391095161438,0.226615026593208,1.55824029445648,0.167881041765213,1.43877255916595,0.234129175543785,3.31738376617432,9.18607235,,32.9,6.6,11.7,84.4456097560976,125124989.0,10066305.0,1.01706731319427,0.141765177249908,0.228708941914955,33728878.0,99.77903518598566
Jordan,2023-10-18,1746997.0,14122.0,16803235.0,4558313.0,11285875.0,8337.49,74.53,109.285,2023-01-01,11.5210487195081,1.09804716534901,88794.0,111.0,28.0231812324669,0.0730471760034561,0.16148242354393,99.9,11.04,1921.10765202137,20974.1,33146.35261,125.552154424849,4.22915568897117,4.64695402259894,,0.695469975471497,75.9660726859906,15.9811020446786,28.1652218731959,0.194713801145554,0.247899755835533,0.553174376487732,75.0,2.8,78.165,85.999997,2.69,4.84048780209003,48653381780.6397,-0.296307682991028,0.21676841378212,0.217172458767891,0.164239436388016,0.156793341040611,0.212983131408691,3.24026989936829,3.71250176,,33.7,21.95,3.868,74.256,11285869.0,922394.0,-0.794852614402771,0.125399500131607,1.02257949714653,1732875.0,99.19164142811923
Kazakhstan,2023-10-18,1502857.0,19072.0,11965068.0,10629063.0,19397998.0,24055.588,73.6,6.681,2023-01-01,79.1924658295366,1.29048383153684,2699700.0,250.0,7.75445817080593,-0.185301154851913,0.151205599308014,100.0,1.78,5600.20846486508,211896.7,294805.9457,7.03818498351669,8.04232062780276,,,0.130229994654655,22.4120405815457,9.44711136309549,17.1165193502456,0.143430486321449,0.247899755835533,0.628506422042847,25.0,26.0,78.1908333333333,92.29685266,2.7,0.509364389357752,225496328925.494,-0.356833428144455,0.21676841378212,-0.474393337965012,0.150841280817986,-0.0112340543419123,0.212983131408691,4.20547008514404,2.50674272,,29.2,23.5,9.61,70.23,19621972.0,8243190.0,-1.06673884391785,0.121407583355904,3.19296191107306,1483785.0,98.73095044971012
Kenya,2023-10-18,343999.0,5689.0,3728165.0,11090440.0,54027484.0,2993.028,66.7,87.324,2023-01-01,48.6874934111115,6.34481849808483,569140.0,630.0,10.3365888852015,-0.759701311588287,0.147000029683113,76.5424499511719,72.5,167.438098686933,19446.8,80188.01667,93.1328214499069,7.65687456104604,5.96844687503544,4.1635909030593,0.692219972610474,,13.2648648617998,20.7062959258039,-0.300569444894791,0.201468542218208,0.546752512454987,56.0,11.4,66.3133333333333,28.75752799,2.81,1.00120092261,113420008178.793,-0.943087220191956,0.233039766550064,-0.321951180696487,0.145413607358932,-0.380829960107803,0.173512041568756,4.07595586776733,2.03427505,,38.7,27.685,8.056,61.427,54027487.0,38358435.0,-0.208831712603569,0.11933845281601,5.27491295544657,338310.0,98.34621612272129
Kuwait,2023-10-18,666432.0,2570.0,8208880.0,3346114.0,4268886.0,65530.537,75.49,232.128,2023-01-01,8.41750841750842,0.350729517396184,17820.0,121.0,21.7568067552848,0.127030700445175,0.182715550065041,100.0,0.1,15297.8107095309,92308.9,135896.7903,238.502469135802,3.98064961990313,-12.711745587498,,0.186609998345375,,1.49244292670587,34.5543697721373,0.112373597919941,0.247899755835533,0.562588036060333,83.0,,69.1904166666667,99.7,3.2,4.53134521182107,175363265306.122,0.28121742606163,0.232942596077919,0.280016601085663,0.176314279437065,0.21008063852787,0.231741517782211,3.75997996330261,5.67045593,,,10.41,2.906,78.673,4268873.0,0.0,-0.685681581497192,0.135815888643265,0.252267859389106,663862.0,99.6143642562182
Latvia,2023-10-18,976316.0,7384.0,7263566.0,1305976.0,1850654.0,25063.846,75.29,31.212,2023-01-01,31.6567571910654,54.8716053350474,62230.0,667.0,31.1035297079058,0.693852961063385,0.144503533840179,100.0,43.75,3507.40452065472,6928.3,11436.59559,30.2826610959344,17.3102830198815,,,0.740920007228851,,21.9226939135674,52.333706514052,0.691895127296448,0.225299999117851,0.70658141374588,19.0,18.1,88.80625,91.03009059,3.5,2.04986513456443,40932030049.5644,0.480724364519119,0.226615026593208,0.921995937824249,0.148250728845596,1.17088675498962,0.212983131408691,5.70073890686035,4.7241993,26.0,34.3,9.2,18.4,73.2829268292683,1879383.0,591254.0,0.933728396892548,0.102872885763645,3.04175367238392,968932.0,99.24368749462265
Lebanon,2023-10-18,1239904.0,10947.0,4731376.0,2414223.0,5489744.0,13367.565,78.93,594.561,2023-01-01,66.4027370478983,14.069403714565,10230.0,661.0,68.4145771916,-1.1268949508667,0.176552459597588,100.0,6.71,2583.3784642278,21474.9,28947.43775,546.689247311828,171.205491336641,6.16602246203992,6.0733333333333,,128.641269114899,5.68479554564454,6.29571108447612,-1.45865571498871,0.29024812579155,0.515125513076782,143.0,7.3,58.4883333333333,86.58903046,2.72,3.36622246400457,23131941556.7843,-1.47351241111755,0.233039766550064,-1.10264194011688,0.178413301706314,-1.13251137733459,0.228334546089172,1.66996812820435,2.63267303,,31.8,14.948,8.271,75.047,5489739.0,589488.0,-0.630593657493591,0.128449395298958,2.26031660148685,1228957.0,99.11710906650838
Lesotho,2023-10-18,35836.0,709.0,459732.0,938088.0,2305826.0,2851.153,54.33,73.562,2023-01-01,80.1383399209486,1.13702239789196,30360.0,788.0,20.6634371762398,-0.357248216867447,0.175714075565338,50.3774719238281,32.29,,2311.9,4013.753971,75.1467061923584,8.27180389943028,4.55821750704765,3.81079166666667,0.0510100014507771,2.97229108957081,32.0511900191024,42.360683480691,-0.890573918819427,0.208672925829887,0.400392591953278,122.0,1.9,57.4625,47.98299869,2.28,1.46633375643663,2236502124.16956,-0.134738370776176,0.248592063784599,-0.487372189760208,0.156364992260933,-0.615311503410339,0.191184431314468,6.43347549438477,6.09236574,,44.9,26.107,14.186,53.062,2305825.0,1615392.0,0.0513854324817657,0.127896502614021,37.6939805169238,35127.0,98.02154258287756
Liberia,2023-10-18,7930.0,294.0,139824.0,3730967.0,5302690.0,752.788,64.1,49.127,2023-01-01,19.9651162790698,78.7705564784053,96320.0,2391.0,15.626640371782,-0.926501333713531,0.151262044906616,29.8482437133789,92.94,,1179.5,2155.394887,53.9183554817276,23.5635148953742,16.2947039582308,,,20.3179952529254,12.4614265223185,,-1.43825364112854,0.210689440369606,0.319014221429825,175.0,10.4,64.8945833333333,33.63315905,2.4,1.26514347454168,4001046970.0,-0.291599869728088,0.222371086478233,-0.91524463891983,0.148794934153557,-0.980886161327362,0.174772426486015,2.59525990486145,1.58623326,,35.3,31.287,8.838,60.747,5302681.0,2488813.0,-0.0189059153199196,0.116932421922684,3.11653017995884,7636.0,96.29255989911728
Lithuania,2023-10-18,1333228.0,9718.0,8718186.0,1880640.0,2750058.0,29524.265,75.93,45.135,2023-01-01,46.9222168982591,35.1807490816164,62610.0,656.0,42.5963006090587,0.747045457363129,0.144503533840179,100.0,31.7,3821.1451704374,11693.8,19784.73208,44.7346909439387,19.7050461518394,,,1.11074995994568,48.6270193156438,21.2707093741651,35.2015746561761,0.994318783283234,0.225299999117851,0.70604795217514,11.0,14.8,88.12375,87.72420219,3.4,2.52262366538611,70974490450.4944,0.653739511966705,0.226615026593208,1.06027901172638,0.148250728845596,1.29888129234314,0.212983131408691,4.84267044067383,5.17632532,24.8,36.7,8.3,17.0,74.3390243902439,2831639.0,892957.0,1.06380426883698,0.102872885763645,2.58374704685787,1323510.0,99.27109241630089
Luxembourg,2023-10-18,384378.0,1000.0,4299901.0,462702.0,647601.0,94277.965,82.25,231.447,2023-01-01,51.5879058132579,34.4538272103664,2574.46,934.0,317.262135122047,1.88360249996185,0.162981450557709,100.0,20.79,13914.6784488756,7853.1,8813.977022,248.62068161867,6.33600807777919,,,1.04215002059937,2.90134514586522,26.1142778015629,39.3827243070356,1.77271509170532,0.238205507397652,0.686146140098572,72.0,87.8,87.8416666666667,98.24203749,3.6,0.700406724896945,81641807865.7591,1.06388890743256,0.226615026593208,1.76914703845978,0.164331361651421,1.83396697044373,0.234129175543785,4.63915252685547,4.67554569,20.9,32.7,10.5,7.0,82.7487804878049,653103.0,53025.0,1.53623878955841,0.109384782612324,0.625663790177391,383378.0,99.73983942889552
Madagascar,2023-10-18,68350.0,1425.0,451753.0,2628849.0,29611718.0,1416.44,67.04,43.951,2023-01-01,70.2904778274321,21.3416925060158,581800.0,1513.0,17.4276732345279,-1.00865089893341,0.153460890054703,35.1209335327148,83.63,,2745.45,30566.42841,49.7003317291165,8.16059031991792,37.3876962653665,42.8673794025984,0.0127499997615814,,10.2385306991003,10.5432142070751,-0.987728238105774,0.214542791247368,0.391991019248962,161.0,12.0,53.7475,19.73016812,2.3,0.651003969501107,15297192798.9771,-0.531038582324982,0.233039766550064,-0.942355334758759,0.150398403406143,-0.815499842166901,0.174772426486015,3.13901996612549,1.4370451,,42.6,30.949,7.104,64.485,29611714.0,17801970.0,-0.28731495141983,0.119493067264557,,66925.0,97.9151426481346
Malawi,2023-10-18,88986.0,2686.0,589303.0,4223762.0,20405318.0,1095.042,64.26,197.519,2023-01-01,64.1705557912601,23.3315655494272,94280.0,1181.0,8.35784787551927,-0.610480070114136,0.147000029683113,14.188422203064,75.17,,1640.0,11982.42756,210.964594823929,20.953969729969,2.83945583643461,14.7745425,,44.8932535547687,11.3815986218874,16.8813064030833,-0.840930998325348,0.201468542218208,0.413240641355515,109.0,19.0,64.8141666666667,24.40560063,2.59,0.636293160064403,13164667626.9363,-0.152863919734955,0.233039766550064,-0.218995496630669,0.145413607358932,-0.739736258983612,0.173512041568756,3.32295989990234,1.97010148,,38.5,32.859,6.983,62.904,20405317.0,16736441.0,0.0689592435956001,0.11933845281601,1.79061366095103,86300.0,96.98154765918234
Malaysia,2023-10-18,5130847.0,37195.0,60647556.0,27529117.0,33938216.0,26808.164,76.16,96.254,2023-01-01,26.0873535230558,58.0243189773246,328550.0,2875.0,18.7389944234546,0.249183893203735,0.152671322226524,100.0,5.84,4539.49932594293,245139.3,302088.6631,102.188020088267,3.37869862549905,-2.3840561161789,1.77331666666667,0.950879991054535,63.2587801793511,11.2146465719606,17.252071784222,0.993270576000214,0.247899755835533,0.610976159572601,12.0,13.5,76.62125,97.3986404,3.6,0.957534540141842,407027451714.616,0.140358164906502,0.21676841378212,0.561897993087769,0.164239436388016,0.644006609916687,0.212983131408691,3.50554943084717,2.17579722,,40.7,15.24,6.034,74.884,33938221.0,7393781.0,-0.0020934494677931,0.125399500131607,0.723777076243526,5093652.0,99.27507095806989
Maldives,2023-10-18,186694.0,316.0,2211113.0,385167.0,523798.0,15183.616,78.92,1454.433,2023-01-01,19.6666666666667,2.73333333333333,300.0,1972.0,101.844882301962,-0.401500523090363,0.282890319824219,100.0,1.04,,1454.0,1994.511834,1738.19,2.33314337624567,7.49544941033019,7.4287065068347,,46.1935516021444,9.10066797746182,29.1970881243247,-0.134175449609756,0.386036068201065,,147.0,,61.8154166666667,85.76058262,2.67,,6170638746.965,0.667752325534821,0.260167717933655,-0.027355907484889,0.318909525871277,-0.657294631004334,0.30890029668808,4.58087491989136,9.07674503,28.4,29.3,14.088,3.02,79.918,523787.0,306227.0,-0.24384805560112,0.188138872385025,0.594638737145893,186378.0,99.83073907035042
Mali,2023-10-18,33158.0,743.0,708110.0,3633589.0,22593598.0,2014.306,59.31,15.196,2023-01-01,35.3477737073734,10.896663634352,1220190.0,282.0,15.3103087171029,-0.879449665546417,0.147000029683113,53.3801879882813,63.76,,4150.7,43491.51296,17.952108278219,9.62147608489072,3.14489590971151,,0.173849999904633,,14.164539862387,14.5011206196834,-1.19682347774506,0.201468542218208,0.318269580602646,148.0,44.2,59.14125,34.49,2.6,2.83404367131954,18827176529.6983,-2.47940897941589,0.233039766550064,-0.999322295188904,0.145413607358932,-0.634121775627136,0.173512041568756,4.03505516052246,1.4803977,39.8,35.7,41.643,9.274,58.941,22593590.0,12327741.0,-0.902199983596802,0.11933845281601,,32415.0,97.7592134628144
Malta,2023-10-18,120422.0,882.0,1950858.0,471537.0,533293.0,36513.323,82.53,1454.037,2023-01-01,27.34375,1.4375,320.0,560.0,210.013850593218,0.238677814602852,0.171624183654785,100.0,9.18,4924.54401944044,1610.7,2082.169141,1620.425,6.15375621933037,2.37477475073381,4.12583333333333,0.666029989719391,69.8052683972446,23.7719904371397,40.6494542494518,0.80439019203186,0.255396455526352,0.709248304367065,88.0,98.8,80.2520833333333,91.54075982,3.3,0.499206864990125,18125564514.2664,0.913422584533691,0.233039766550064,0.787202715873718,0.17277592420578,0.674093782901764,0.251137226819992,5.62880754470825,7.22626591,19.0,31.4,8.5,8.0,82.8609756097561,531113.0,27220.0,1.07677125930786,0.10942717641592,0.379688200050119,119540.0,99.26757569214928
Mauritania,2023-10-18,63774.0,997.0,998154.0,1540533.0,4736146.0,3597.633,64.92,4.289,2023-01-01,38.5272145144077,0.298211603764432,1030700.0,92.0,12.7824609105922,-0.798844754695892,0.165979459881783,47.6958427429199,23.44,,3847.1,14056.36818,4.47751431066266,9.52526628622834,15.1756881173047,12.3307979429257,0.0101899998262525,,,,-0.701024174690247,0.223306551575661,0.381546080112457,152.0,64.6,58.8591666666667,58.75818983,2.3,2.27396340852315,9780863578.97688,-0.507473766803741,0.240944445133209,-0.658643126487732,0.15299628674984,-1.06221723556519,0.18165086209774,1.2807799577713,1.34919083,,32.0,33.194,7.44,64.364,4736139.0,2040187.0,-0.727800726890564,0.123525463044643,1.02253955032934,62777.0,98.43666698027408
Mauritius,2023-10-18,309917.0,1054.0,1282782.0,1088142.0,1299478.0,20292.745,74.99,622.962,2023-01-01,43.064596895343,19.4341512268403,1997.0,2041.0,35.9075127068409,0.412719398736954,0.18179614841938,99.6,9.41,2182.03500136377,3720.2,6435.739403,634.118177265899,10.7737512242898,-2.03838523691793,6.14083333333334,0.368090003728867,57.9616604310028,19.0199629092956,28.1661242468682,0.750284731388092,0.239680737257004,0.62185925245285,13.0,19.1,77.3091666666667,67.58,2.5,0.166673188359335,12948726653.811,0.835721731185913,0.240944445133209,0.79998904466629,0.168494448065758,1.16610610485077,0.240944251418114,4.84420013427734,3.4760139,,36.8,10.3,10.5,73.680243902439,1262523.0,747287.0,0.601032435894012,0.123628929257393,2.6175702865739,308863.0,99.65990894336225
Mexico,2023-10-18,7692397.0,334699.0,15569464.0,81849962.0,127504120.0,17336.469,75.05,66.444,2023-01-01,49.9632192186013,33.7273678335348,1943950.0,758.0,7.59714045285421,-1.01186621189117,0.15816031396389,100.0,12.33,2186.37582152033,383131.4,592321.1717,65.1792165436354,7.8962761916855,1.36735756212134,0.553333333333341,0.296380013227463,44.8919003998869,13.4522548890565,20.9562431712248,-0.280898958444595,0.244467124342918,0.612949848175049,60.0,54.0,88.5641666666667,75.62650476,2.9,0.606752933062896,1465854089286.47,-0.691959738731384,0.21676841378212,-0.866642534732819,0.161117270588875,-0.148309499025345,0.212983131408691,4.62572002410889,3.30063844,43.9,43.5,14.857,9.406,70.213,127504125.0,23843271.0,-0.121708184480667,0.124765604734421,28.1756529873319,7357698.0,95.64896351553358
Mongolia,2023-10-18,1011170.0,2284.0,7408778.0,2175617.0,3398373.0,11840.846,69.87,1.98,2023-01-01,72.3150521955921,9.09894465963877,1557507.0,241.0,26.9750797258791,-0.560807108879089,0.154242783784866,100.0,3.98,2032.15972865035,21184.7,53921.45499,2.14944908754824,15.1479560897226,1.38672967252835,6.1563111166091,0.133009999990463,67.5710143237735,16.9088495192029,31.6966486780552,-0.424908697605133,0.239628180861473,0.614397525787354,81.0,42.0,84.045,81.60682285,2.5,0.603063250173256,17146471626.3963,0.533999085426331,0.226615026593208,-0.187423229217529,0.161914795637131,-0.27089050412178,0.191943451762199,4.25839233398438,3.15984797,,31.4,21.413,6.131,70.975,3398366.0,1055872.0,0.262911826372147,0.128073826432228,6.15332686636602,1008886.0,99.77412304558086
Morocco,2023-10-18,1277082.0,16297.0,11738659.0,23521989.0,37457976.0,7485.013,76.68,80.08,2023-01-01,67.8713869594443,12.8903354246023,446300.0,346.0,24.9991946570209,-0.357442885637283,0.160002797842026,100.0,10.92,902.956538110474,66719.5,88027.79761,83.0754738964822,6.65704202759067,,,0.660359978675842,51.2263215704569,22.1151713086671,28.2164137850326,-0.131649643182755,0.224907666444778,0.504116356372833,53.0,7.5,72.2604166666667,88.13031937,2.54,3.90492622294501,130912558829.84,-0.319889187812805,0.233039766550064,-0.197303429245949,0.163090437650681,-0.0868896543979645,0.20897077023983,5.76820802688599,2.60883594,8.2,39.5,17.545,6.17,74.042,37457971.0,13261620.0,-0.560848236083984,0.11956413090229,1.93113796660531,1260785.0,98.72388773782733
Mozambique,2023-10-18,233654.0,2249.0,1341769.0,21329745.0,32969520.0,1136.103,60.85,37.728,2023-01-01,52.6638927744856,46.412173122409,786380.0,1032.0,20.1214376235325,-0.836388111114502,0.151262044906616,31.4940395355225,80.91,483.472602937535,6945.5,33749.36732,40.790803428368,10.2794018093421,12.9062974927536,4.6778901439082,0.313120007514954,84.1569617074788,22.7477544239096,23.3044176184266,-0.714270293712616,0.210689440369606,0.362116664648056,138.0,24.9,58.6904166666667,17.37283681,2.684105,1.5078235912053,18406835954.6695,-1.28796994686127,0.222371086478233,-1.02147579193115,0.148794934153557,-0.726218461990356,0.174772426486015,7.02751064300537,2.41862082,53.0,50.5,36.598,8.793,59.325,32969518.0,20379448.0,-0.606529355049133,0.116932421922684,3.57316901076795,231405.0,99.0374656543436
Myanmar,2023-10-18,641324.0,19494.0,8332037.0,35196377.0,54179312.0,5591.597,67.13,81.721,2023-01-01,19.8875388787596,43.2901466284646,652670.0,2091.0,13.7834319846175,-1.15162312984467,0.165522530674934,72.4668197631836,59.75,220.39285535548,33874.6,128949.3985,82.4276954663153,8.82506696804558,9.00783503465415,,0.145060002803802,,6.01765247726484,13.7755198098588,-1.68404102325439,0.274168074131012,0.477652013301849,165.0,39.2,71.9575,44.02167324,2.3,3.04694924417989,62263466263.7375,-2.21174263954163,0.233039766550064,-1.52855384349823,0.169605687260628,-1.23508405685425,0.216171130537987,2.13986992835999,0.73733534,,30.7,17.103,9.769,65.672,54179306.0,36965999.0,-1.80904972553253,0.128449395298958,28.4378154764971,621830.0,96.9603507743356
Namibia,2023-10-18,172121.0,4100.0,1056045.0,550656.0,2567024.0,9541.808,63.71,3.078,2023-01-01,47.142562159142,7.97761420641572,823290.0,285.0,13.8698135553446,0.215328231453896,0.165700554847717,55.2253189086914,31.3,1674.98810745069,3952.8,13560.37867,3.07321964313911,6.08128114112413,1.73067457158831,2.17403843741651,0.349860012531281,4.64019268079582,27.9652178292355,37.9804213388424,0.0394995212554932,0.228939116001129,0.446437537670136,104.0,24.4,55.7708333333333,52.9734788,2.9,3.0043137723859,12914932655.685,0.556306064128876,0.233039766550064,0.404543519020081,0.165042996406555,-0.0150013873353601,0.225545197725296,9.3588924407959,4.40352678,43.3,59.1,27.439,10.709,59.269,2567012.0,1181955.0,0.561278462409973,0.11958672106266,12.4498522913953,168021.0,97.6179548108598
Nepal,2023-10-18,1003447.0,12031.0,6969050.0,24389063.0,30547586.0,2442.804,70.78,204.43,2023-01-01,28.7478200209278,41.5907220090687,143350.0,1500.0,7.99077950842893,-0.532641351222992,0.166126221418381,89.9,74.54,143.506838113581,14949.2,45868.55644,209.52207185211,7.6507917679853,,,0.302199989557266,39.9222686422289,17.4853032787772,19.4418821873399,-0.917344748973846,0.259205043315887,0.504601776599884,94.0,9.8,61.9845833333333,51.63135772,2.51,1.13585458892798,40828247303.5337,-0.251907497644424,0.229207620024681,-0.448678463697433,0.165585458278656,-0.650234937667847,0.201856553554535,3.64921307563782,1.55479288,17.4,32.8,20.402,7.776,68.45,30547580.0,23994819.0,-0.049159400165081,0.12896266579628,2.28561554791537,991416.0,98.80103283980121
Netherlands,2023-10-18,8618815.0,22986.0,30687346.0,11782254.0,17564020.0,48472.545,82.28,508.544,2023-01-01,53.8164538164538,11.001980991981,33670.0,778.0,39.33648793318,1.91718029975891,0.162981450557709,100.0,10.79,6712.774758245,130315.1,155912.4883,520.731927531928,10.0012078753473,0.217232399151861,,2.30886006355286,54.294442653549,24.3509264438821,41.7156470289586,1.57946932315826,0.238205507397652,0.789915025234222,42.0,77.4,92.8254166666667,92.51968504,4.1,1.58328113846348,1009398719033.08,0.717304825782776,0.226615026593208,1.65742564201355,0.164331361651421,1.71227204799652,0.234129175543785,5.13583135604858,7.66171503,16.3,25.7,10.2,9.8,81.4609756097561,17700982.0,1259248.0,1.54186487197876,0.109384782612324,0.651365463420387,8595829.0,99.73330440437577
